N_OBS_CELL,GRID_ID,CORAL,MACRO,CCA,ISLAND


1,1396,0,15,0,MAI


0,1397,0,0,0,MAI


1,1398,25,0,8,MAI


0,1399,0,0,0,MAI


1,1400,25,0,2,MAI


0,1401,0,0,0,MAI


1,1402,15,0,2,MAI


0,1403,0,0,0,MAI


0,1404,0,0,0,MAI


1,1405,8,2,2,MAI


0,1406,0,0,0,MAI


0,1407,0,0,0,MAI


0,1408,0,0,0,MAI


0,1409,0,0,0,MAI


0,1410,0,0,0,MAI


1,1411,25,0,8,MAI


0,1412,0,0,0,MAI


1,1413,35,0,8,MAI


0,1414,0,0,0,MAI


1,1415,35,0,8,MAI


0,1416,0,0,0,MAI


1,1417,15,0,2,MAI


1,1418,0,45,0,MAI


1,1419,15,0,8,MAI


1,1420,8,35,0,MAI


0,1421,0,0,0,MAI


1,1422,25,0,8,MAI


1,1423,8,35,0,MAI


1,1424,35,0,8,MAI


1,1425,15,35,0,MAI


1,1426,2,0,0,MAI


1,1427,45,2,2,MAI


1,1428,2,0,0,MAI


0,1429,0,0,0,MAI


1,1430,25,15,2,MAI


1,1430,15,2,2,MAI


0,1431,0,0,0,MAI


1,1432,88,0,2,MAI


0,1433,0,0,0,MAI


1,1434,88,0,2,MAI


0,1435,0,0,0,MAI


0,1436,0,0,0,MAI


1,1437,88,0,8,MAI


0,1438,0,0,0,MAI


1,1439,88,0,0,MAI


1,1439,69,0,15,MAI


0,1440,0,0,0,MAI


0,1441,0,0,0,MAI


1,1442,56,2,15,MAI


0,1443,0,0,0,MAI


1,1444,56,2,15,MAI


0,1445,0,0,0,MAI


0,1446,0,0,0,MAI


1,1447,25,2,2,MAI


0,1448,0,0,0,MAI


0,1449,0,0,0,MAI


1,1450,45,2,8,MAI


0,1451,0,0,0,MAI


1,1452,69,2,8,MAI


0,1453,0,0,0,MAI


1,1454,56,2,8,MAI


1,1455,56,2,8,MAI


0,1456,0,0,0,MAI


0,1457,0,0,0,MAI


1,1458,35,0,2,MAI


0,1459,0,0,0,MAI


1,1460,35,0,0,MAI


0,1461,0,0,0,MAI


0,1462,0,0,0,MAI


0,1463,0,0,0,MAI


0,1464,0,0,0,MAI


0,1465,0,0,0,MAI


0,1466,0,0,0,MAI


0,1467,0,0,0,MAI


0,1468,0,0,0,MAI


0,1469,0,0,0,MAI


0,1470,0,0,0,MAI


0,1471,0,0,0,MAI


0,1472,0,0,0,MAI


0,1473,0,0,0,MAI


0,1474,0,0,0,MAI


0,1475,0,0,0,MAI


0,1476,0,0,0,MAI


0,1477,0,0,0,MAI


1,1478,25,0,2,MAI


0,1479,0,0,0,MAI


0,1480,0,0,0,MAI


1,1481,56,0,2,MAI


0,1482,0,0,0,MAI


1,1483,56,0,2,MAI


0,1484,0,0,0,MAI


1,1485,69,0,2,MAI


0,1486,0,0,0,MAI


1,1487,56,0,2,MAI


0,1488,0,0,0,MAI


1,1489,56,0,2,MAI


0,1490,0,0,0,MAI


1,1491,69,0,2,MAI


0,1492,0,0,0,MAI


0,1493,0,0,0,MAI


1,1494,69,0,2,MAI


0,1495,0,0,0,MAI


1,1496,69,0,2,MAI


1,1497,56,0,8,MAI


0,1498,0,0,0,MAI


1,1499,56,0,8,MAI


1,1499,69,0,2,MAI


1,1500,69,0,8,MAI


1,1500,45,2,8,MAI


1,1501,56,2,2,MAI


1,1502,45,2,2,MAI


1,1503,45,2,2,MAI


1,1504,15,25,2,MAI


1,1504,8,2,0,MAI


0,1505,0,0,0,MAI


1,1506,2,56,0,MAI


1,1506,0,56,0,MAI


0,1507,0,0,0,MAI


1,1508,2,56,0,MAI


1,1508,0,35,0,MAI


0,1509,0,0,0,MAI


1,1510,2,56,0,MAI


1,1511,2,56,0,MAI


1,1512,2,56,2,MAI


1,1513,2,35,0,MAI


1,1514,2,56,0,MAI


1,1515,2,69,0,MAI


1,1516,2,35,0,MAI


0,1517,0,0,0,MAI


0,1518,0,0,0,MAI


0,1519,0,0,0,MAI


0,1520,0,0,0,MAI


0,1521,0,0,0,MAI


0,1522,0,0,0,MAI


0,1523,0,0,0,MAI


0,1524,0,0,0,MAI


1,1525,0,8,0,MAI


0,1526,0,0,0,MAI


0,1527,0,0,0,MAI


1,1528,0,0,0,MAI


0,1529,0,0,0,MAI


1,1530,0,0,0,MAI


0,1531,0,0,0,MAI


0,1532,0,0,0,MAI


1,1533,0,0,0,MAI


0,1534,0,0,0,MAI


0,1535,0,0,0,MAI


1,1536,0,2,0,MAI


0,1537,0,0,0,MAI


1,1538,0,2,0,MAI


0,1539,0,0,0,MAI


1,1540,0,0,0,MAI


0,1541,0,0,0,MAI


1,1542,2,2,0,MAI


0,1543,0,0,0,MAI


1,1544,15,2,0,MAI


0,1545,0,0,0,MAI


0,1546,0,0,0,MAI


1,1547,2,0,0,MAI


0,1548,0,0,0,MAI


0,1549,0,0,0,MAI


0,1550,0,0,0,MAI


0,1551,0,0,0,MAI


0,1552,0,0,0,MAI


0,1553,0,0,0,MAI


0,1554,0,0,0,MAI


0,1555,0,0,0,MAI


0,1556,0,0,0,MAI


0,1557,0,0,0,MAI


0,1558,0,0,0,MAI


0,1559,0,0,0,MAI


0,1560,0,0,0,MAI


0,1561,0,0,0,MAI


1,1562,2,56,0,MAI


0,1563,0,0,0,MAI


0,1564,0,0,0,MAI


1,1565,0,45,0,MAI


1,1566,2,35,0,MAI


1,1567,0,69,0,MAI


0,1568,0,0,0,MAI


1,1569,2,35,0,MAI


1,1569,0,56,0,MAI


0,1570,0,0,0,MAI


0,1571,0,0,0,MAI


1,1572,2,35,0,MAI


1,1572,2,56,0,MAI


0,1573,0,0,0,MAI


0,1574,0,0,0,MAI


1,1575,2,35,0,MAI


1,1575,2,56,0,MAI


0,1576,0,0,0,MAI


1,1577,2,35,0,MAI


1,1578,8,35,2,MAI


0,1579,0,0,0,MAI


1,1580,2,35,0,MAI


1,1581,8,35,0,MAI


1,1582,2,35,0,MAI


0,1583,0,0,0,MAI


1,1584,2,56,2,MAI


1,1585,2,35,0,MAI


0,1586,0,0,0,MAI


1,1587,2,35,0,MAI


1,1587,8,69,0,MAI


0,1588,0,0,0,MAI


1,1589,0,8,0,MAI


0,1590,0,0,0,MAI


0,1591,0,0,0,MAI


0,1592,0,0,0,MAI


0,1593,0,0,0,MAI


0,1594,0,0,0,MAI


0,1595,0,0,0,MAI


0,1596,0,0,0,MAI


0,1597,0,0,0,MAI


0,1598,0,0,0,MAI


0,1599,0,0,0,MAI


0,1600,0,0,0,MAI


0,1601,0,0,0,MAI


0,1602,0,0,0,MAI


0,1603,0,0,0,MAI


0,1604,0,0,0,MAI


0,1605,0,0,0,MAI


0,1606,0,0,0,MAI


0,1607,0,0,0,MAI


0,1608,0,0,0,MAI


0,1609,0,0,0,MAI


0,1610,0,0,0,MAI


0,1611,0,0,0,MAI


0,1612,0,0,0,MAI


0,1613,0,0,0,MAI


0,1614,0,0,0,MAI


0,1615,0,0,0,MAI


0,1616,0,0,0,MAI


0,1617,0,0,0,MAI


0,1618,0,0,0,MAI


0,1619,0,0,0,MAI


0,1620,0,0,0,MAI


0,1621,0,0,0,MAI


0,1622,0,0,0,MAI


0,1623,0,0,0,MAI


0,1624,0,0,0,MAI


0,1625,0,0,0,MAI


0,1626,0,0,0,MAI


0,1627,0,0,0,MAI


0,1628,0,0,0,MAI


0,1629,0,0,0,MAI


0,1630,0,0,0,MAI


0,1631,0,0,0,MAI


0,1632,0,0,0,MAI


0,1633,0,0,0,MAI


0,1634,0,0,0,MAI


0,1635,0,0,0,MAI


0,1636,0,0,0,MAI


0,1637,0,0,0,MAI


0,1638,0,0,0,MAI


0,1639,0,0,0,MAI


0,1640,0,0,0,MAI


0,1641,0,0,0,MAI


0,1642,0,0,0,MAI


0,1643,0,0,0,MAI


0,1644,0,0,0,MAI


0,1645,0,0,0,MAI


0,1646,0,0,0,MAI


0,1647,0,0,0,MAI


0,1648,0,0,0,MAI


0,1649,0,0,0,MAI


0,1650,0,0,0,MAI


0,1651,0,0,0,MAI


1,1652,2,8,0,MAI


0,1653,0,0,0,MAI


1,1654,8,8,0,MAI


0,1655,0,0,0,MAI


0,1656,0,0,0,MAI


1,1657,0,25,0,MAI


0,1658,0,0,0,MAI


1,1659,2,56,0,MAI


0,1660,0,0,0,MAI


1,1661,0,56,0,MAI


0,1662,0,0,0,MAI


0,1663,0,0,0,MAI


1,1664,0,88,0,MAI


0,1665,0,0,0,MAI


1,1666,0,45,0,MAI


0,1667,0,0,0,MAI


0,1668,0,0,0,MAI


1,1669,0,25,0,MAI


0,1670,0,0,0,MAI


0,1671,0,0,0,MAI


1,1672,0,45,0,MAI


1,1673,0,15,0,MAI


0,1674,0,0,0,MAI


0,1675,0,0,0,MAI


0,1676,0,0,0,MAI


0,1677,0,0,0,MAI


0,1678,0,0,0,MAI


0,1679,0,0,0,MAI


0,1680,0,0,0,MAI


1,1681,0,69,2,MAI


0,1682,0,0,0,MAI


0,1683,0,0,0,MAI


0,1684,0,0,0,MAI


0,1685,0,0,0,MAI


0,1686,0,0,0,MAI


0,1687,0,0,0,MAI


0,1688,0,0,0,MAI


0,1689,0,0,0,MAI


0,1690,0,0,0,MAI


0,1691,0,0,0,MAI


0,1692,0,0,0,MAI


1,1693,15,15,8,MAI


1,1693,15,25,8,MAI


1,1694,15,15,15,MAI


1,1695,0,25,0,MAI


1,1696,25,0,15,MAI


1,1696,15,45,8,MAI


1,1697,15,2,25,MAI


0,1698,0,0,0,MAI


1,1699,8,15,2,MAI


1,1699,15,25,2,MAI


1,1700,15,25,2,MAI


0,1701,0,0,0,MAI


1,1702,2,45,0,MAI


1,1702,8,45,15,MAI


0,1703,0,0,0,MAI


1,1704,2,45,0,MAI


1,1705,8,35,2,MAI


1,1706,0,45,0,MAI


0,1707,0,0,0,MAI


0,1708,0,0,0,MAI


0,1709,0,0,0,MAI


0,1710,0,0,0,MAI


0,1711,0,0,0,MAI


0,1712,0,0,0,MAI


0,1713,0,0,0,MAI


0,1714,0,0,0,MAI


0,1715,0,0,0,MAI


0,1716,0,0,0,MAI


0,1717,0,0,0,MAI


0,1718,0,0,0,MAI


0,1719,0,0,0,MAI


0,1720,0,0,0,MAI


0,1721,0,0,0,MAI


0,1722,0,0,0,MAI


0,1723,0,0,0,MAI


0,1724,0,0,0,MAI


1,1725,0,35,0,MAI


0,1726,0,0,0,MAI


0,1727,0,0,0,MAI


1,1728,0,56,0,MAI


0,1729,0,0,0,MAI


1,1730,0,45,0,MAI


0,1731,0,0,0,MAI


1,1732,2,2,0,MAI


0,1733,0,0,0,MAI


0,1734,0,0,0,MAI


1,1735,0,15,0,MAI


0,1736,0,0,0,MAI


0,1737,0,0,0,MAI


1,1738,0,45,0,MAI


0,1739,0,0,0,MAI


1,1740,0,15,0,MAI


0,1741,0,0,0,MAI


0,1742,0,0,0,MAI


1,1743,0,15,0,MAI


0,1744,0,0,0,MAI


0,1745,0,0,0,MAI


1,1746,0,45,0,MAI


0,1747,0,0,0,MAI


0,1748,0,0,0,MAI


1,1749,0,56,0,MAI


0,1750,0,0,0,MAI


0,1751,0,0,0,MAI


0,1752,0,0,0,MAI


0,1753,0,0,0,MAI


0,1754,0,0,0,MAI


0,1755,0,0,0,MAI


0,1756,0,0,0,MAI


0,1757,0,0,0,MAI


0,1758,0,0,0,MAI


0,1759,0,0,0,MAI


0,1760,0,0,0,MAI


0,1761,0,0,0,MAI


0,1762,0,0,0,MAI


0,1763,0,0,0,MAI


0,1764,0,0,0,MAI


0,1765,0,0,0,MAI


0,1766,0,0,0,MAI


0,1767,0,0,0,MAI


1,1768,8,0,0,MAI


1,1768,0,2,0,MAI


1,1769,15,0,0,MAI


1,1770,2,25,0,MAI


1,1771,8,15,2,MAI


1,1772,8,2,0,MAI


1,1773,0,2,0,MAI


1,1773,15,15,8,MAI


0,1774,0,0,0,MAI


1,1775,0,0,0,MAI


1,1775,2,15,0,MAI


1,1776,0,2,0,MAI


1,1777,8,15,0,MAI


1,1778,0,0,0,MAI


1,1779,2,25,0,MAI


1,1780,2,35,0,MAI


0,1781,0,0,0,MAI


1,1782,2,0,0,MAI


1,1783,8,15,2,MAI


1,1784,8,45,0,MAI


1,1785,0,0,0,MAI


0,1786,0,0,0,MAI


0,1787,0,0,0,MAI


0,1788,0,0,0,MAI


0,1789,0,0,0,MAI


0,1790,0,0,0,MAI


0,1791,0,0,0,MAI


0,1792,0,0,0,MAI


0,1793,0,0,0,MAI


0,1794,0,0,0,MAI


0,1795,0,0,0,MAI


0,1796,0,0,0,MAI


0,1797,0,0,0,MAI


0,1798,0,0,0,MAI


0,1799,0,0,0,MAI


0,1800,0,0,0,MAI


0,1801,0,0,0,MAI


0,1802,0,0,0,MAI


0,1803,0,0,0,MAI


0,1804,0,0,0,MAI


0,1805,0,0,0,MAI


0,1806,0,0,0,MAI


0,1807,0,0,0,MAI


0,1808,0,0,0,MAI


0,1809,0,0,0,MAI


0,1810,0,0,0,MAI


0,1811,0,0,0,MAI


0,1812,0,0,0,MAI


0,1813,0,0,0,MAI


0,1814,0,0,0,MAI


0,1815,0,0,0,MAI


0,1816,0,0,0,MAI


1,1817,2,15,0,MAI


0,1818,0,0,0,MAI


1,1819,2,8,2,MAI


0,1820,0,0,0,MAI


1,1821,0,25,0,MAI


0,1822,0,0,0,MAI


1,1823,0,8,0,MAI


0,1824,0,0,0,MAI


1,1825,0,2,0,MAI


0,1826,0,0,0,MAI


0,1827,0,0,0,MAI


1,1828,0,15,0,MAI


0,1829,0,0,0,MAI


1,1830,0,25,0,MAI


0,1831,0,0,0,MAI


1,1832,0,25,0,MAI


0,1833,0,0,0,MAI


1,1834,0,2,0,MAI


0,1835,0,0,0,MAI


0,1836,0,0,0,MAI


0,1837,0,0,0,MAI


0,1838,0,0,0,MAI


0,1839,0,0,0,MAI


0,1840,0,0,0,MAI


0,1841,0,0,0,MAI


0,1842,0,0,0,MAI


0,1843,0,0,0,MAI


0,1844,0,0,0,MAI


0,1845,0,0,0,MAI


0,1846,0,0,0,MAI


1,1847,2,0,8,MAI


1,1848,15,0,8,MAI


1,1848,8,0,15,MAI


1,1848,15,0,8,MAI


0,1849,0,0,0,MAI


1,1850,15,0,15,MAI


1,1851,25,2,15,MAI


1,1852,8,0,15,MAI


1,1853,15,2,8,MAI


1,1854,2,0,8,MAI


0,1855,0,0,0,MAI


1,1856,15,2,8,MAI


1,1857,8,0,8,MAI


0,1858,0,0,0,MAI


1,1859,15,2,8,MAI


1,1859,2,0,8,MAI


0,1860,0,0,0,MAI


0,1861,0,0,0,MAI


1,1862,8,2,8,MAI


1,1862,2,0,8,MAI


0,1863,0,0,0,MAI


0,1864,0,0,0,MAI


0,1865,0,0,0,MAI


0,1866,0,0,0,MAI


0,1867,0,0,0,MAI


1,1868,15,8,8,MAI


1,1868,8,2,2,MAI


1,1869,45,35,2,MAI


1,1869,15,2,2,MAI


1,1870,15,25,2,MAI


1,1870,15,8,8,MAI


1,1870,8,2,2,MAI


1,1871,8,25,8,MAI


1,1872,2,25,2,MAI


1,1873,35,25,15,MAI


1,1874,15,2,8,MAI


1,1874,8,2,2,MAI


1,1875,25,45,8,MAI


1,1876,8,2,15,MAI


1,1876,2,0,2,MAI


1,1877,25,45,8,MAI


1,1878,15,8,15,MAI


1,1878,2,2,2,MAI


1,1879,15,56,2,MAI


1,1880,2,2,2,MAI


1,1881,25,45,8,MAI


1,1881,8,8,8,MAI


1,1882,2,0,0,MAI


1,1883,35,35,8,MAI


1,1883,8,8,8,MAI


1,1884,2,2,0,MAI


1,1885,45,25,8,MAI


1,1885,8,2,8,MAI


1,1886,56,15,8,MAI


1,1886,8,2,8,MAI


0,1887,0,0,0,MAI


0,1888,0,0,0,MAI


0,1889,0,0,0,MAI


0,1890,0,0,0,MAI


0,1891,0,0,0,MAI


0,1892,0,0,0,MAI


0,1893,0,0,0,MAI


0,1894,0,0,0,MAI


0,1895,0,0,0,MAI


0,1896,0,0,0,MAI


0,1897,0,0,0,MAI


0,1898,0,0,0,MAI


0,1899,0,0,0,MAI


0,1900,0,0,0,MAI


0,1901,0,0,0,MAI


0,1902,0,0,0,MAI


0,1903,0,0,0,MAI


0,1904,0,0,0,MAI


0,1905,0,0,0,MAI


0,1906,0,0,0,MAI


0,1907,0,0,0,MAI


1,1908,8,2,2,MAI


0,1909,0,0,0,MAI


1,1910,2,2,0,MAI


1,1911,25,0,2,MAI


0,1912,0,0,0,MAI


1,1913,45,0,2,MAI


1,1913,15,0,8,MAI


1,1913,8,2,0,MAI


1,1914,8,0,8,MAI


1,1914,8,2,0,MAI


1,1915,25,2,2,MAI


1,1915,15,0,8,MAI


1,1916,2,0,0,MAI


1,1917,15,2,2,MAI


1,1917,8,0,8,MAI


1,1918,0,0,0,MAI


0,1919,0,0,0,MAI


1,1920,0,0,0,MAI


1,1920,0,0,0,MAI


1,1921,0,0,0,MAI


1,1922,0,0,0,MAI


1,1922,2,2,2,MAI


1,1922,2,0,0,MAI


1,1922,0,0,0,MAI


1,1922,0,0,0,MAI


1,1922,2,0,0,MAI


1,1923,15,0,8,MAI


1,1923,2,0,0,MAI


1,1924,15,2,8,MAI


1,1925,15,0,15,MAI


1,1926,8,8,8,MAI


0,1927,0,0,0,MAI


1,1928,8,8,8,MAI


1,1928,8,0,8,MAI


0,1929,0,0,0,MAI


0,1930,0,0,0,MAI


0,1931,0,0,0,MAI


0,1932,0,0,0,MAI


0,1933,0,0,0,MAI


0,1934,0,0,0,MAI


0,1935,0,0,0,MAI


0,1936,0,0,0,MAI


0,1937,0,0,0,MAI


0,1938,0,0,0,MAI


0,1939,0,0,0,MAI


0,1940,0,0,0,MAI


0,1941,0,0,0,MAI


0,1942,0,0,0,MAI


0,1943,0,0,0,MAI


0,1944,0,0,0,MAI


0,1945,0,0,0,MAI


0,1946,0,0,0,MAI


0,1947,0,0,0,MAI


0,1948,0,0,0,MAI


1,1949,8,8,8,MAI


0,1950,0,0,0,MAI


1,1951,2,15,8,MAI


1,1951,25,8,2,MAI


1,1951,8,8,8,MAI


1,1952,45,15,2,MAI


1,1952,15,8,8,MAI


1,1952,35,25,8,MAI


1,1952,8,0,15,MAI


1,1952,8,2,15,MAI


1,1953,8,2,8,MAI


1,1954,35,15,2,MAI


1,1954,15,8,15,MAI


1,1955,45,15,15,MAI


1,1955,25,0,15,MAI


1,1956,25,2,35,MAI


1,1957,25,25,8,MAI


1,1957,8,0,2,MAI


1,1958,8,2,15,MAI


1,1959,15,35,2,MAI


1,1959,2,0,2,MAI


0,1960,0,0,0,MAI


1,1961,15,45,8,MAI


1,1961,8,8,15,MAI


1,1961,2,0,2,MAI


0,1962,0,0,0,MAI


1,1963,2,0,0,MAI


0,1964,0,0,0,MAI


1,1965,8,0,2,MAI


0,1966,0,0,0,MAI


1,1967,8,0,2,MAI


0,1968,0,0,0,MAI


1,1969,8,2,2,MAI


1,1970,15,2,2,MAI


0,1971,0,0,0,MAI


1,1972,8,2,2,MAI


0,1973,0,0,0,MAI


0,1974,0,0,0,MAI


0,1975,0,0,0,MAI


0,1976,0,0,0,MAI


0,1977,0,0,0,MAI


0,1978,0,0,0,MAI


0,1979,0,0,0,MAI


0,1980,0,0,0,MAI


0,1981,0,0,0,MAI


0,1982,0,0,0,MAI


0,1983,0,0,0,MAI


1,1984,8,2,0,MAI


1,1985,2,35,2,MAI


1,1986,2,2,0,MAI


1,1987,2,35,2,MAI


0,1988,0,0,0,MAI


1,1989,0,15,0,MAI


1,1989,2,2,0,MAI


0,1990,0,0,0,MAI


1,1991,0,2,0,MAI


1,1991,0,0,0,MAI


0,1992,0,0,0,MAI


1,1993,2,56,0,MAI


1,1993,2,35,2,MAI


0,1994,0,0,0,MAI


0,1995,0,0,0,MAI


1,1996,0,2,0,MAI


1,1996,0,0,0,MAI


0,1997,0,0,0,MAI


1,1998,0,0,0,MAI


1,1998,0,0,0,MAI


0,1999,0,0,0,MAI


1,2000,25,45,2,MAI


1,2001,15,8,2,MAI


1,2002,45,2,2,MAI


1,2003,25,2,15,MAI


1,2004,56,2,2,MAI


1,2005,15,0,8,MAI


0,2006,0,0,0,MAI


0,2007,0,0,0,MAI


0,2008,0,0,0,MAI


1,2009,0,0,0,MAI


0,2010,0,0,0,MAI


1,2011,15,0,15,MAI


1,2011,15,0,15,MAI


0,2012,0,0,0,MAI


1,2013,25,0,8,MAI


1,2014,25,2,25,MAI


0,2015,0,0,0,MAI


1,2016,35,2,35,MAI


1,2016,25,0,8,MAI


1,2017,88,0,2,MAI


1,2018,35,0,15,MAI


1,2019,56,15,15,MAI


1,2019,35,2,25,MAI


0,2020,0,0,0,MAI


1,2021,56,15,8,MAI


1,2021,25,0,15,MAI


1,2022,35,2,35,MAI


1,2023,69,8,8,MAI


1,2024,45,8,25,MAI


1,2024,35,0,8,MAI


1,2025,56,15,8,MAI


0,2026,0,0,0,MAI


1,2027,88,0,2,MAI


1,2027,56,2,25,MAI


1,2027,25,0,15,MAI


1,2028,69,15,8,MAI


1,2029,35,2,35,MAI


1,2029,35,0,15,MAI


1,2030,56,25,8,MAI


1,2030,25,0,35,MAI


1,2031,45,35,2,MAI


1,2031,56,25,8,MAI


1,2031,25,0,15,MAI


1,2032,25,0,15,MAI


0,2033,0,0,0,MAI


0,2034,0,0,0,MAI


0,2035,0,0,0,MAI


0,2036,0,0,0,MAI


0,2037,0,0,0,MAI


0,2038,0,0,0,MAI


0,2039,0,0,0,MAI


0,2040,0,0,0,MAI


0,2041,0,0,0,MAI


0,2042,0,0,0,MAI


0,2043,0,0,0,MAI


0,2044,0,0,0,MAI


0,2045,0,0,0,MAI


0,2046,0,0,0,MAI


0,2047,0,0,0,MAI


0,2048,0,0,0,MAI


0,2049,0,0,0,MAI


0,2050,0,0,0,MAI


1,2051,45,2,0,MAI


0,2052,0,0,0,MAI


1,2053,35,15,0,MAI


1,2053,25,25,0,MAI


1,2054,15,0,0,MAI


1,2054,0,0,0,MAI


1,2055,25,25,0,MAI


0,2056,0,0,0,MAI


0,2057,0,0,0,MAI


1,2058,25,25,2,MAI


0,2059,0,0,0,MAI


0,2060,0,0,0,MAI


0,2061,0,0,0,MAI


0,2062,0,0,0,MAI


0,2063,0,0,0,MAI


0,2064,0,0,0,MAI


0,2065,0,0,0,MAI


0,2066,0,0,0,MAI


0,2067,0,0,0,MAI


0,2068,0,0,0,MAI


0,2069,0,0,0,MAI


0,2070,0,0,0,MAI


0,2071,0,0,0,MAI


0,2072,0,0,0,MAI


0,2073,0,0,0,MAI


0,2074,0,0,0,MAI


0,2075,0,0,0,MAI


0,2076,0,0,0,MAI


0,2077,0,0,0,MAI


0,2078,0,0,0,MAI


0,2079,0,0,0,MAI


0,2080,0,0,0,MAI


0,2081,0,0,0,MAI


0,2082,0,0,0,MAI


0,2083,0,0,0,MAI


0,2084,0,0,0,MAI


0,2085,0,0,0,MAI


0,2086,0,0,0,MAI


0,2087,0,0,0,MAI


0,2088,0,0,0,MAI


0,2089,0,0,0,MAI


0,2090,0,0,0,MAI


0,2091,0,0,0,MAI


0,2092,0,0,0,MAI


0,2093,0,0,0,MAI


0,2094,0,0,0,MAI


0,2095,0,0,0,MAI


0,2096,0,0,0,MAI


0,2097,0,0,0,MAI


0,2098,0,0,0,MAI


0,2099,0,0,0,MAI


0,2100,0,0,0,MAI


0,2101,0,0,0,MAI


0,2102,0,0,0,MAI


0,2103,0,0,0,MAI


0,2104,0,0,0,MAI


0,2105,0,0,0,MAI


0,2106,0,0,0,MAI


0,2107,0,0,0,MAI


0,2108,0,0,0,MAI


0,2109,0,0,0,MAI


0,2110,0,0,0,MAI


0,2111,0,0,0,MAI


0,2112,0,0,0,MAI


0,2113,0,0,0,MAI


0,2114,0,0,0,MAI


0,2115,0,0,0,MAI


0,2116,0,0,0,MAI


0,2117,0,0,0,MAI


0,2118,0,0,0,MAI


0,2119,0,0,0,MAI


0,2120,0,0,0,MAI


0,2121,0,0,0,MAI


0,2122,0,0,0,MAI


0,2123,0,0,0,MAI


0,2124,0,0,0,MAI


0,2125,0,0,0,MAI


0,2126,0,0,0,MAI


0,2127,0,0,0,MAI


0,2128,0,0,0,MAI


0,2129,0,0,0,MAI


0,2130,0,0,0,MAI


0,2131,0,0,0,MAI


0,2132,0,0,0,MAI


0,2133,0,0,0,MAI


0,2134,0,0,0,MAI


0,2135,0,0,0,MAI


0,2136,0,0,0,MAI


0,2137,0,0,0,MAI


0,2138,0,0,0,MAI


0,2139,0,0,0,MAI


0,2140,0,0,0,MAI


