ISLAND,GRID_ID,CORAL_FREQ,CORAL_MEAN,CORAL_SD,CCA_FREQ,CCA_MEAN,CCA_SD,MACROALGAE_FREQ,MACROALGAE_MEAN,MACROALGAE_SD,SURF_FREQ,SURF_MEAN,SURF_SD,SURF_SUM,TED_FREQ,TED_MEAN,TED_SD,TED_SUM,population_status,hum_pop,distant_hum_pop,group 
MAI,1831,,,,,,,,,,102,62640.62069,12693.52216,6389343.31,8554,0.002991186,0.011679607,25.5866054,1,144444,930397,9
MAI,1832,1,0,,1,0,,1,25,,68,61873.28489,12517.15065,4207383.373,8540,0.003026389,0.011884286,25.8453606,1,144444,930397,9
MAI,1833,,,,,,,,,,102,59880.5628,12675.63912,6107817.405,8553,0.002963335,0.011632376,25.3454014,1,144444,930397,9
MAI,1834,1,0,,1,0,,1,2,,102,59880.5628,12675.63912,6107817.405,8535,0.002971781,0.011727003,25.3641474,1,144444,930397,9
MAI,1835,,,,,,,,,,102,59880.5628,12675.63912,6107817.405,8544,0.002944986,0.011617267,25.1619571,1,144444,930397,9
MAI,1836,,,,,,,,,,102,59880.5628,12675.63912,6107817.405,8531,0.002920108,0.011638463,24.9114449,1,144444,930397,9
MAI,1837,,,,,,,,,,68,58909.14513,12559.96806,4005821.869,8515,0.00294571,0.011836826,25.082723,1,144444,930397,9
MAI,1838,,,,,,,,,,102,57584.85099,12660.07798,5873654.801,8515,0.002905966,0.01161654,24.7442971,1,144444,930397,9
MAI,1839,,,,,,,,,,102,57584.85099,12660.07798,5873654.801,8541,0.002886222,0.011570108,24.6512241,1,144444,930397,9
MAI,1840,,,,,,,,,,102,57584.85099,12660.07798,5873654.801,8485,0.002867107,0.011574768,24.327401,1,144444,930397,9
MAI,1841,,,,,,,,,,102,57584.85099,12660.07798,5873654.801,8476,0.002899029,0.01172516,24.57217,1,144444,930397,9
MAI,1842,,,,,,,,,,102,55218.08722,12643.29888,5632244.897,8409,0.002939175,0.011862296,24.7155224,1,144444,930397,9
MAI,1843,,,,,,,,,,136,61829.30253,17517.83389,8408785.144,8424,0.002907237,0.011622003,24.4905662,1,144444,930397,9
MAI,1844,,,,,,,,,,136,61829.30253,17517.83389,8408785.144,8405,0.002878633,0.011464574,24.1949134,1,144444,930397,9
MAI,1845,,,,,,,,,,136,61829.30253,17517.83389,8408785.144,8397,0.00286604,0.011443436,24.0661362,1,144444,930397,9
MAI,1846,,,,,,,,,,136,61829.30253,17517.83389,8408785.144,8395,0.002860492,0.011403054,24.0138276,1,144444,930397,9
MAI,1847,1,2,,1,8,,1,0,,136,79337.89695,32286.52385,10789953.99,8453,0.002928263,0.011699901,24.7526043,1,144444,930397,9
MAI,1848,3,12.66666667,4.041451884,3,10.33333333,4.041451884,3,0,0,136,79337.89695,32286.52385,10789953.99,8392,0.002854397,0.011443792,23.954103,1,144444,930397,9
MAI,1849,,,,,,,,,,136,79337.89695,32286.52385,10789953.99,8409,0.002850087,0.011490368,23.9663823,1,144444,930397,9
MAI,1850,1,15,,1,15,,1,0,,136,79337.89695,32286.52385,10789953.99,8363,0.002851775,0.01156122,23.8493949,1,144444,930397,9
MAI,1851,1,25,,1,15,,1,2,,136,79337.89695,32286.52385,10789953.99,8396,0.002813731,0.011330777,23.6240844,1,144444,930397,9
MAI,1852,1,8,,1,15,,1,0,,136,97628.17668,34226.17893,13277432.03,8514,0.002795531,0.011482399,23.8011518,1,144444,930397,9
MAI,1853,1,15,,1,8,,1,2,,136,97628.17668,34226.17893,13277432.03,8351,0.002764277,0.01145735,23.084475,1,144444,930397,9
MAI,1854,1,2,,1,8,,1,0,,136,97628.17668,34226.17893,13277432.03,8375,0.002749348,0.011440855,23.0257925,1,144444,930397,9
MAI,1855,,,,,,,,,,136,97628.17668,34226.17893,13277432.03,8373,0.002738363,0.011464838,22.928315,1,144444,930397,9
MAI,1856,1,15,,1,8,,1,2,,102,111896.6088,26163.76839,11413454.1,8523,0.002716764,0.011391312,23.1549838,1,144444,930397,9
MAI,1857,1,8,,1,8,,1,0,,102,84675.62597,61397.83487,8636913.849,8481,0.002745217,0.011634947,23.2821884,1,144444,930397,9
MAI,1858,,,,,,,,,,102,84675.62597,61397.83487,8636913.849,8397,0.002721014,0.011602989,22.8483553,1,144444,930397,9
MAI,1859,2,8.5,9.192388155,2,8,0,2,1,1.414213562,102,84675.62597,61397.83487,8636913.849,8368,0.002696887,0.01140409,22.5675524,1,144444,930397,9
MAI,1860,,,,,,,,,,102,84675.62597,61397.83487,8636913.849,8363,0.002713815,0.011471073,22.6956345,1,144444,930397,9
MAI,1861,,,,,,,,,,68,64048.69081,65396.20105,4355310.975,8586,0.002646814,0.011345061,22.7255435,1,144444,930397,9
MAI,1862,2,5,4.242640687,2,8,0,2,1,1.414213562,102,66222.42565,53898.20012,6754687.417,8601,0.002644818,0.011408108,22.7480814,1,144444,930397,9
MAI,1863,,,,,,,,,,102,66222.42565,53898.20012,6754687.417,8324,0.002760788,0.011753198,22.9807992,1,144444,930397,9
MAI,1864,,,,,,,,,,136,68598.31001,47253.633,9329370.161,8685,0.002741327,0.012220226,23.8084207,1,144444,930397,9
MAI,1865,,,,,,,,,,136,68598.31001,47253.633,9329370.161,8345,0.002690093,0.011462859,22.4488236,1,144444,930397,9
MAI,1866,,,,,,,,,,102,48765.28614,36338.82083,4974059.186,8490,0.002671015,0.011466707,22.6769215,1,144444,930397,9
MAI,1867,,,,,,,,,,102,48765.28614,36338.82083,4974059.186,8454,0.002712692,0.011573686,22.9330989,1,144444,930397,9
MAI,1868,2,11.5,4.949747468,2,5,4.242640687,2,5,4.242640687,102,48765.28614,36338.82083,4974059.186,8328,0.002786702,0.011793867,23.2076525,1,144444,930397,9
MAI,1869,2,30,21.21320344,2,2,0,2,18.5,23.33452378,136,58778.54587,36588.11458,7993882.238,8318,0.002775696,0.011655171,23.0882373,1,144444,930397,9
MAI,1870,3,12.66666667,4.041451884,3,4,3.464101615,3,11.66666667,11.93035345,136,58778.54587,36588.11458,7993882.238,8308,0.002781913,0.011583074,23.1121307,1,144444,930397,9
MAI,1871,1,8,,1,8,,1,25,,102,78371.39449,15447.20898,7993882.238,8548,0.002971301,0.011620135,25.3986806,1,144444,930397,9
MAI,1872,1,2,,1,2,,1,25,,102,78371.39449,15447.20898,7993882.238,8406,0.002955052,0.011518158,24.8401691,1,144444,930397,9
MAI,1873,1,35,,1,15,,1,25,,136,82125.27936,16327.94672,11169037.99,8405,0.002977806,0.011704193,25.0284618,1,144444,930397,9
MAI,1874,2,11.5,4.949747468,2,5,4.242640687,2,2,0,136,82125.27936,16327.94672,11169037.99,8411,0.002951068,0.011687206,24.8214312,1,144444,930397,9
MAI,1875,1,25,,1,8,,1,45,,102,85977.07403,15425.24917,8769661.551,8448,0.002952255,0.012035609,24.9406493,1,144444,930397,9
MAI,1876,2,5,4.242640687,2,8.5,9.192388155,2,1,1.414213562,102,85977.07403,15425.24917,8769661.551,8437,0.002938658,0.011520193,24.7934576,1,144444,930397,9
MAI,1877,1,25,,1,8,,1,45,,102,85977.07403,15425.24917,8769661.551,8414,0.002907078,0.011543554,24.4601544,1,144444,930397,9
MAI,1878,2,8.5,9.192388155,2,8.5,9.192388155,2,5,4.242640687,102,102483.4665,21517.1938,10453313.58,8406,0.002913857,0.011563955,24.493886,1,144444,930397,9
MAI,1879,1,15,,1,2,,1,56,,102,102483.4665,21517.1938,10453313.58,8401,0.002926415,0.011667544,24.5848165,1,144444,930397,9
MAI,1880,1,2,,1,2,,1,2,,102,102483.4665,21517.1938,10453313.58,8417,0.002945905,0.011898523,24.7956848,1,144444,930397,9
MAI,1881,2,16.5,12.02081528,2,8,0,2,26.5,26.1629509,102,102483.4665,21517.1938,10453313.58,8396,0.002915996,0.011838243,24.4827061,1,144444,930397,9
MAI,1882,1,2,,1,0,,1,0,,102,102483.4665,21517.1938,10453313.58,8349,0.002862137,0.011844353,23.8959824,1,144444,930397,9
MAI,1883,2,21.5,19.09188309,2,8,0,2,21.5,19.09188309,102,118103.5001,23222.78939,12046557.01,8457,0.002690109,0.011319687,22.7502551,1,144444,930397,9
MAI,1884,1,2,,1,0,,1,2,,102,118103.5001,23222.78939,12046557.01,8561,0.002683692,0.011302991,22.9750831,1,144444,930397,9
MAI,1885,2,26.5,26.1629509,2,8,0,2,13.5,16.26345597,102,118103.5001,23222.78939,12046557.01,8482,0.002671937,0.011311202,22.6633719,1,144444,930397,9
MAI,1886,2,32,33.9411255,2,8,0,2,8.5,9.192388155,136,123163.8301,23262.82273,16750280.89,8498,0.002653208,0.011341272,22.5469609,1,144444,930397,9
MAI,1887,,,,,,,,,,136,123163.8301,23262.82273,16750280.89,8470,0.002619878,0.01133511,22.1903655,1,144444,930397,9
MAI,1888,,,,,,,,,,102,133089.4621,16264.95601,13575125.13,8493,0.002609274,0.011377655,22.1605601,1,144444,930397,9
MAI,1889,,,,,,,,,,102,133089.4621,16264.95601,13575125.13,8457,0.002638161,0.011667753,22.3109254,1,144444,930397,9
MAI,1890,,,,,,,,,,102,133089.4621,16264.95601,13575125.13,8448,0.002590428,0.011386475,21.8839388,1,144444,930397,9
MAI,1891,,,,,,,,,,136,134396.5501,16228.93022,18277930.82,8444,0.002593266,0.0114303,21.8975347,1,144444,930397,9
MAI,1892,,,,,,,,,,136,134396.5501,16228.93022,18277930.82,8445,0.0025959,0.011439686,21.9223716,1,144444,930397,9
MAI,1893,,,,,,,,,,102,137447.02,15530.27428,14019596.04,8439,0.002563789,0.011355977,21.635813,1,144444,930397,9
MAI,1894,,,,,,,,,,102,137447.02,15530.27428,14019596.04,8428,0.002536388,0.011304318,21.3766758,1,144444,930397,9
MAI,1895,,,,,,,,,,136,138274.7112,15679.60262,18805360.72,8399,0.002523761,0.011876587,21.1970688,1,144444,930397,9
MAI,1896,,,,,,,,,,136,138274.7112,15679.60262,18805360.72,8434,0.002508907,0.011583079,21.1601213,1,144444,930397,9
MAI,1897,,,,,,,,,,102,139140.1396,15721.23025,14192294.24,8416,0.002439861,0.011220881,20.5338683,1,144444,930397,9
MAI,1898,,,,,,,,,,102,139140.1396,15721.23025,14192294.24,8304,0.002452906,0.011301918,20.3689346,1,144444,930397,9
MAI,1899,,,,,,,,,,102,139140.1396,15721.23025,14192294.24,8309,0.002462645,0.01134573,20.4621159,1,144444,930397,9
MAI,1900,,,,,,,,,,102,139944.4612,15850.38728,14274335.05,8287,0.00244408,0.011332085,20.2540901,1,144444,930397,9
MAI,1901,,,,,,,,,,102,139944.4612,15850.38728,14274335.05,8299,0.002448265,0.011405224,20.3181551,1,144444,930397,9
MAI,1902,,,,,,,,,,102,139944.4612,15850.38728,14274335.05,8265,0.002439348,0.011410069,20.1612092,1,144444,930397,9
MAI,1903,,,,,,,,,,102,139944.4612,15850.38728,14274335.05,8254,0.002418977,0.011383586,19.9662366,1,144444,930397,9
MAI,1904,,,,,,,,,,102,139944.4612,15850.38728,14274335.05,8272,0.002414553,0.011518296,19.9731855,1,144444,930397,9
MAI,1905,,,,,,,,,,102,140751.2867,15933.36302,14356631.25,8247,0.002441608,0.011620998,20.1359383,1,144444,930397,9
MAI,1906,,,,,,,,,,102,140751.2867,15933.36302,14356631.25,8233,0.002388374,0.011357035,19.6634804,1,144444,930397,9
MAI,1907,,,,,,,,,,102,140751.2867,15933.36302,14356631.25,8320,0.002383263,0.011287295,19.8287491,1,144444,930397,9
MAI,1908,1,8,,1,2,,1,2,,136,105563.4651,62705.64143,14356631.25,8317,0.002378401,0.01130534,19.7811577,1,144444,930397,9
MAI,1909,,,,,,,,,,102,93832.02515,67934.00052,9570866.565,8328,0.002372412,0.011293707,19.7574482,1,144444,930397,9
MAI,1910,1,2,,1,0,,1,2,,102,93832.02515,67934.00052,9570866.565,8331,0.00233676,0.011200164,19.4675475,1,144444,930397,9
MAI,1911,1,25,,1,2,,1,0,,102,93832.02515,67934.00052,9570866.565,8322,0.002323108,0.011217699,19.3329024,1,144444,930397,9
MAI,1912,,,,,,,,,,102,93832.02515,67934.00052,9570866.565,8344,0.002312805,0.011211746,19.2980433,1,144444,930397,9
MAI,1913,3,22.66666667,19.65536398,3,3.333333333,4.163331999,3,0.666666667,1.154700538,102,75183.50326,59381.58353,7668717.332,8347,0.002349144,0.011470704,19.6083058,1,144444,930397,9
MAI,1914,2,8,0,2,4,5.656854249,2,1,1.414213562,102,75183.50326,59381.58353,7668717.332,8326,0.002338049,0.011487962,19.466593,1,144444,930397,9
MAI,1915,2,20,7.071067812,2,5,4.242640687,2,1,1.414213562,136,91566.13173,59266.10772,12452993.91,8311,0.002354173,0.011964372,19.5655301,1,144444,930397,9
MAI,1916,1,2,,1,0,,1,0,,136,91566.13173,59266.10772,12452993.91,8315,0.00232112,0.011472905,19.3001136,1,144444,930397,9
MAI,1917,2,11.5,4.949747468,2,5,4.242640687,2,1,1.414213562,136,91566.13173,59266.10772,12452993.91,8247,0.002297416,0.011269935,18.9467895,1,144444,930397,9
MAI,1918,1,0,,1,0,,1,0,,102,75175.41208,59372.23292,7667892.032,8207,0.00226008,0.01120717,18.5484804,1,144444,930397,9
MAI,1919,,,,,,,,,,136,92121.01188,59746.19237,12528457.62,8320,0.002194862,0.01105146,18.2612536,1,144444,930397,9
MAI,1920,2,0,0,2,0,0,2,0,0,136,92121.01188,59746.19237,12528457.62,8361,0.002193694,0.01104145,18.3414785,1,144444,930397,9
MAI,1921,1,0,,1,0,,1,0,,136,92121.01188,59746.19237,12528457.62,8358,0.00218422,0.011019756,18.2557094,1,144444,930397,9
MAI,1922,6,1,1.095445115,6,0.333333333,0.816496581,6,0.333333333,0.816496581,102,122828.0158,31019.89385,12528457.62,8326,0.002206077,0.011152303,18.3677938,1,144444,930397,9
MAI,1923,2,8.5,9.192388155,2,4,5.656854249,2,0,0,102,122828.0158,31019.89385,12528457.62,8315,0.002199125,0.011231283,18.2857229,1,144444,930397,9
MAI,1924,1,15,,1,8,,1,2,,136,122638.5352,27770.4253,16678840.79,8353,0.002236071,0.011521259,18.6779027,1,144444,930397,9
MAI,1925,1,15,,1,15,,1,0,,136,122638.5352,27770.4253,16678840.79,8323,0.002215548,0.011315576,18.4400057,1,144444,930397,9
MAI,1926,1,8,,1,8,,1,8,,136,122638.5352,27770.4253,16678840.79,8306,0.002177435,0.011173217,18.0857735,1,144444,930397,9
MAI,1927,,,,,,,,,,102,135247.3072,18102.1655,13795225.34,8303,0.002170893,0.011128424,18.0249219,1,144444,930397,9
MAI,1928,2,8,0,2,8,0,2,4,5.656854249,136,123616.4874,26482.74524,16811842.29,8386,0.002214548,0.011762897,18.5711975,1,144444,930397,9
MAI,1929,,,,,,,,,,102,117917.3109,26864.40747,12027565.71,8292,0.002137739,0.011009756,17.7261354,1,144444,930397,9
MAI,1930,,,,,,,,,,102,117917.3109,26864.40747,12027565.71,8290,0.002119199,0.010969331,17.5681631,1,144444,930397,9
MAI,1931,,,,,,,,,,102,117917.3109,26864.40747,12027565.71,8260,0.002131738,0.011021522,17.6081545,1,144444,930397,9
MAI,1932,,,,,,,,,,102,117917.3109,26864.40747,12027565.71,8317,0.002149956,0.011297358,17.881187,1,144444,930397,9
MAI,1933,,,,,,,,,,68,105397.0606,21924.49622,7167000.124,8179,0.002191086,0.011378059,17.9208922,1,144444,930397,9
MAI,1934,,,,,,,,,,102,101130.5517,20434.21445,10315316.28,8327,0.002152329,0.01129895,17.9224473,1,144444,930397,9
MAI,1935,,,,,,,,,,102,101130.5517,20434.21445,10315316.28,8351,0.002118674,0.011157804,17.6930463,1,144444,930397,9
MAI,1936,,,,,,,,,,102,101130.5517,20434.21445,10315316.28,8348,0.002142191,0.011293536,17.8830144,1,144444,930397,9
MAI,1937,,,,,,,,,,102,101130.5517,20434.21445,10315316.28,8315,0.002089118,0.01101412,17.371014,1,144444,930397,9
MAI,1938,,,,,,,,,,68,90660.78097,13875.95258,6164933.106,8282,0.00205283,0.010836495,17.0015398,1,144444,930397,9
MAI,1939,,,,,,,,,,102,91290.25942,13864.47375,9311606.46,8337,0.002075876,0.010950841,17.3065801,1,144444,930397,9
MAI,1940,,,,,,,,,,102,91290.25942,13864.47375,9311606.46,8279,0.002086202,0.011136062,17.2716659,1,144444,930397,9
MAI,1941,,,,,,,,,,102,91290.25942,13864.47375,9311606.46,8330,0.002122172,0.011755995,17.6776959,1,144444,930397,9
MAI,1942,,,,,,,,,,136,100283.1069,21088.93238,13638502.54,8307,0.002092478,0.01122225,17.3822134,1,144444,930397,9
MAI,1943,,,,,,,,,,102,104136.1332,21707.32738,10621885.58,8168,0.002110461,0.011247955,17.2382447,1,144444,930397,9
MAI,1944,,,,,,,,,,102,104136.1332,21707.32738,10621885.58,8162,0.002096061,0.011169945,17.108048,1,144444,930397,9
MAI,1945,,,,,,,,,,102,104136.1332,21707.32738,10621885.58,8134,0.00208894,0.011116984,16.9914372,1,144444,930397,9
MAI,1946,,,,,,,,,,136,102196.3907,21105.76378,13898709.14,8184,0.002075535,0.011032188,16.9861814,1,144444,930397,9
MAI,1947,,,,,,,,,,170,110314.6207,25932.81156,18753485.52,8238,0.002026901,0.010974973,16.697613,1,144444,930397,9
MAI,1948,,,,,,,,,,136,114743.8924,26395.80861,15605169.37,8207,0.002030506,0.011029661,16.6643626,1,144444,930397,9
MAI,1949,1,8,,1,8,,1,8,,136,114743.8924,26395.80861,15605169.37,8197,0.002049089,0.011150227,16.7963837,1,144444,930397,9
MAI,1950,,,,,,,,,,170,105942.0501,30036.43064,18010148.51,8270,0.002052571,0.01118723,16.974759,1,144444,930397,9
MAI,1951,3,11.66666667,11.93035345,3,6,3.464101615,3,10.33333333,4.041451884,170,105942.0501,30036.43064,18010148.51,8105,0.002073137,0.011193634,16.8027746,1,144444,930397,9
MAI,1952,5,22.2,16.87305544,5,9.6,5.504543578,5,10,10.22252415,170,105942.0501,30036.43064,18010148.51,8098,0.002060178,0.011143695,16.6833197,1,144444,930397,9
MAI,1953,1,8,,1,8,,1,2,,170,105942.0501,30036.43064,18010148.51,8106,0.002036056,0.01105906,16.5042735,1,144444,930397,9
MAI,1954,2,25,14.14213562,2,8.5,9.192388155,2,11.5,4.949747468,136,109290.2585,32020.02335,14863475.16,8084,0.002010005,0.010902532,16.2488838,1,144444,930397,9
MAI,1955,2,35,14.14213562,2,15,0,2,7.5,10.60660172,170,102349.3071,32346.8873,17399382.2,8072,0.002023834,0.011003436,16.3363862,1,144444,930397,9
MAI,1956,1,25,,1,35,,1,2,,136,96121.22151,32525.94183,13072486.13,8045,0.002032681,0.011054572,16.3529211,1,144444,930397,9
MAI,1957,2,16.5,12.02081528,2,5,4.242640687,2,12.5,17.67766953,136,96121.22151,32525.94183,13072486.13,8032,0.002075128,0.011296991,16.6674249,1,144444,930397,9
MAI,1958,1,8,,1,15,,1,2,,136,96121.22151,32525.94183,13072486.13,7936,0.002088639,0.011383056,16.575439,1,144444,930397,9
MAI,1959,2,8.5,9.192388155,2,2,0,2,17.5,24.74873734,136,88935.06551,34220.2692,12095168.91,7932,0.002078799,0.011353637,16.489037,1,144444,930397,9
MAI,1960,,,,,,,,,,102,70984.24044,13318.50627,7240392.525,7909,0.002063887,0.01129622,16.3232784,1,144444,930397,9
MAI,1961,3,8.333333333,6.506407099,3,8.333333333,6.506407099,3,17.66666667,24.00694344,102,70984.24044,13318.50627,7240392.525,7901,0.002021141,0.011035358,15.9690382,1,144444,930397,9
MAI,1962,,,,,,,,,,102,70984.24044,13318.50627,7240392.525,7882,0.002033855,0.011104067,16.0308471,1,144444,930397,9
MAI,1963,1,2,,1,0,,1,0,,136,70946.69314,13198.37299,9648750.267,7945,0.002018578,0.011064464,16.0375994,1,144444,930397,9
MAI,1964,,,,,,,,,,102,71017.36397,13270.19695,7243771.125,7924,0.00202401,0.011135098,16.0382541,1,144444,930397,9
MAI,1965,1,8,,1,2,,1,0,,102,71017.36397,13270.19695,7243771.125,7850,0.002057202,0.011305755,16.1490365,1,144444,930397,9
MAI,1966,,,,,,,,,,102,71017.36397,13270.19695,7243771.125,7848,0.002042237,0.011299511,16.0274783,1,144444,930397,9
MAI,1967,1,8,,1,2,,1,0,,102,71017.36397,13270.19695,7243771.125,7824,0.002057136,0.011324002,16.0950356,1,144444,930397,9
MAI,1968,,,,,,,,,,136,71210.22182,13144.6513,9684590.168,7824,0.002047547,0.011295858,16.0200084,1,144444,930397,9
MAI,1969,1,8,,1,2,,1,2,,102,70085.12866,13032.36866,7148683.124,7939,0.001977297,0.011063129,15.6977581,1,144444,930397,9
MAI,1970,1,15,,1,2,,1,2,,102,70085.12866,13032.36866,7148683.124,7939,0.001976312,0.011028808,15.6899398,1,144444,930397,9
MAI,1971,,,,,,,,,,102,70085.12866,13032.36866,7148683.124,7859,0.001980174,0.01105048,15.5621857,1,144444,930397,9
MAI,1972,1,8,,1,2,,1,2,,102,70085.12866,13032.36866,7148683.124,7851,0.001998367,0.011181242,15.689181,1,144444,930397,9
MAI,1973,,,,,,,,,,102,72592.21106,12923.01602,7404405.528,7808,0.001962116,0.01056887,15.3202002,1,144444,930397,9
MAI,1974,,,,,,,,,,102,72592.21106,12923.01602,7404405.528,7822,0.002011062,0.011294714,15.7305293,1,144444,930397,9
MAI,1975,,,,,,,,,,102,72592.21106,12923.01602,7404405.528,7784,0.001983631,0.011119253,15.440585,1,144444,930397,9
MAI,1976,,,,,,,,,,102,72592.21106,12923.01602,7404405.528,7789,0.002008042,0.011253014,15.6406354,1,144444,930397,9
MAI,1977,,,,,,,,,,68,73471.29098,12876.80332,4996047.786,7694,0.001995799,0.011196128,15.3556765,1,144444,930397,9
MAI,1978,,,,,,,,,,102,75089.59247,13078.75058,7659138.432,7694,0.001980953,0.011148997,15.2414557,1,144444,930397,9
MAI,1979,,,,,,,,,,102,75089.59247,13078.75058,7659138.432,7702,0.001967209,0.011074791,15.1514444,1,144444,930397,9
MAI,1980,,,,,,,,,,102,75089.59247,13078.75058,7659138.432,7810,0.00194901,0.01119405,15.2217715,1,144444,930397,9
MAI,1981,,,,,,,,,,102,75089.59247,13078.75058,7659138.432,7776,0.001900739,0.010578358,14.7801461,1,144444,930397,9
MAI,1982,,,,,,,,,,68,76739.99103,12927.06422,5218319.39,7762,0.001929089,0.010660815,14.973592,1,144444,930397,9
MAI,1983,,,,,,,,,,102,77192.96506,12942.68172,7873682.436,7781,0.001896101,0.010998569,14.7535644,1,144444,930397,9
MAI,1984,1,8,,1,0,,1,2,,102,77192.96506,12942.68172,7873682.436,7679,0.001962262,0.011284629,15.0682113,1,144444,930397,9
MAI,1985,1,2,,1,2,,1,35,,102,77192.96506,12942.68172,7873682.436,7676,0.00195258,0.011176587,14.9880018,1,144444,930397,9
MAI,1986,1,2,,1,0,,1,2,,102,77192.96506,12942.68172,7873682.436,7600,0.001951718,0.011229391,14.8330538,1,144444,930397,9
MAI,1987,1,2,,1,2,,1,35,,68,78212.55429,12995.00112,5318453.692,7650,0.001925064,0.011048302,14.7267381,1,144444,930397,9
MAI,1988,,,,,,,,,,102,79289.85235,13177.46001,8087564.939,7648,0.001948166,0.011217132,14.8995759,1,144444,930397,9
MAI,1989,2,1,1.414213562,2,0,0,2,8.5,9.192388155,102,79289.85235,13177.46001,8087564.939,7540,0.001956697,0.011291818,14.7534989,1,144444,930397,9
MAI,1990,,,,,,,,,,102,79289.85235,13177.46001,8087564.939,7562,0.001958675,0.011381101,14.8115021,1,144444,930397,9
MAI,1991,2,0,0,2,0,0,2,1,1.414213562,102,79289.85235,13177.46001,8087564.939,7677,0.001917405,0.011143068,14.7199152,1,144444,930397,9
MAI,1992,,,,,,,,,,68,79771.68079,13303.61233,5424474.294,7652,0.001921595,0.011145401,14.7040443,1,144444,930397,9
MAI,1993,2,2,0,2,1,1.414213562,2,45.5,14.8492424,102,81076.92297,13475.34552,8269846.143,7731,0.001934166,0.011135364,14.9530369,1,144444,930397,9
MAI,1994,,,,,,,,,,102,81076.92297,13475.34552,8269846.143,7727,0.001914781,0.011113024,14.7955093,1,144444,930397,9
MAI,1995,,,,,,,,,,102,81076.92297,13475.34552,8269846.143,7601,0.001913324,0.011137242,14.5431733,1,144444,930397,9
MAI,1996,2,0,0,2,0,0,2,1,1.414213562,68,82565.92789,13497.99823,5614483.097,7606,0.001924731,0.011236049,14.6395004,1,144444,930397,9
MAI,1997,,,,,,,,,,68,82565.92789,13497.99823,5614483.097,7649,0.001841368,0.010275454,14.0846255,1,144444,930397,9
MAI,1998,2,0,0,2,0,0,2,0,0,102,83861.9887,13541.7117,8553922.847,7651,0.001901491,0.011125276,14.5483092,1,144444,930397,9
MAI,1999,,,,,,,,,,102,83861.9887,13541.7117,8553922.847,7642,0.001911158,0.011152936,14.605067,1,144444,930397,9
MAI,2000,1,25,,1,2,,1,45,,102,83861.9887,13541.7117,8553922.847,7636,0.001921293,0.011105718,14.6709941,1,144444,930397,9
MAI,2001,1,15,,1,2,,1,8,,68,85070.75882,13513.9306,5784811.6,7604,0.001930516,0.011217583,14.6796448,1,144444,930397,9
MAI,2002,1,45,,1,2,,1,2,,102,85073.64754,13415.5575,8677512.05,7630,0.0019254,0.011195944,14.6908005,1,144444,930397,9
MAI,2003,1,25,,1,15,,1,2,,102,85073.64754,13415.5575,8677512.05,7548,0.001938068,0.011227367,14.6285339,1,144444,930397,9
MAI,2004,1,56,,1,2,,1,2,,102,85073.64754,13415.5575,8677512.05,7553,0.001884655,0.010549255,14.2347982,1,144444,930397,9
MAI,2005,1,15,,1,8,,1,0,,102,85073.64754,13415.5575,8677512.05,7583,0.001862235,0.010472712,14.1213269,1,144444,930397,9
MAI,2006,,,,,,,,,,68,85766.76765,13352.41435,5832140.2,7718,0.001851818,0.010961604,14.29233,1,144444,930397,9
MAI,2007,,,,,,,,,,102,88340.5378,14030.31266,9010734.855,7686,0.001904652,0.011282294,14.6391586,1,144444,930397,9
MAI,2008,,,,,,,,,,102,88340.5378,14030.31266,9010734.855,7690,0.001912698,0.011284694,14.7086492,1,144444,930397,9
MAI,2009,1,0,,1,0,,1,0,,102,88340.5378,14030.31266,9010734.855,7764,0.001894137,0.011147632,14.706078,1,144444,930397,9
MAI,2010,,,,,,,,,,136,91555.52217,15078.56249,12451551.01,7728,0.001888833,0.011123325,14.5969017,1,144444,930397,9
MAI,2011,2,15,0,2,15,0,2,0,0,102,93255.99279,15267.53746,9512111.264,7681,0.00181961,0.010114917,13.9764239,1,144444,930397,9
MAI,2012,,,,,,,,,,102,93255.99279,15267.53746,9512111.264,7673,0.001841893,0.010326258,14.132843,1,144444,930397,9
MAI,2013,1,25,,1,8,,1,0,,102,93255.99279,15267.53746,9512111.264,7636,0.001842089,0.010750775,14.0661881,1,144444,930397,9
MAI,2014,1,25,,1,25,,1,2,,102,93255.99279,15267.53746,9512111.264,7630,0.00184937,0.01084291,14.1106914,1,144444,930397,9
MAI,2015,,,,,,,,,,136,96877.14064,16262.97599,13175291.13,7634,0.001903505,0.011192913,14.5313551,1,144444,930397,9
MAI,2016,2,30,7.071067812,2,21.5,19.09188309,2,1,1.414213562,102,100809.7125,15238.65995,10282590.68,7629,0.001922572,0.011310148,14.6673031,1,144444,930397,9
MAI,2017,1,88,,1,2,,1,0,,102,100809.7125,15238.65995,10282590.68,7635,0.001921965,0.011283071,14.6741996,1,144444,930397,9
MAI,2018,1,35,,1,15,,1,0,,102,100809.7125,15238.65995,10282590.68,7590,0.001911564,0.0112372,14.5087701,1,144444,930397,9
MAI,2019,2,45.5,14.8492424,2,20,7.071067812,2,8.5,9.192388155,102,100809.7125,15238.65995,10282590.68,7589,0.001863063,0.010498379,14.1387882,1,144444,930397,9
MAI,2020,,,,,,,,,,136,102764.6018,15363.55597,13975985.84,7621,0.001823984,0.01042491,13.9005789,1,144444,930397,9
